       ITIME  ITER  ResH        ResU        ResV  
           1   1   1.0000E+00  1.0000E+00  1.0000E+00
               2   3.9549E-01  1.0000E+00  1.0000E+00
               3   4.9091E-01  1.0000E+00  1.0000E+00
         101   1   1.0000E+00  9.1970E-03  1.2373E-02
               2   2.5595E-01  5.3881E-03  7.3646E-03
               3   7.3291E-02  3.0185E-03  4.2129E-03
         201   1   1.0000E+00  2.0740E-03  2.5957E-03
               2   2.5038E-01  1.1936E-03  1.4960E-03
               3   6.3226E-02  2.7280E-03  1.0504E-02
         301   1   1.0000E+00  2.1711E-03  2.5568E-03
               2   2.5029E-01  1.2956E-03  1.4474E-03
               3   8.0096E-02  7.3230E-04  8.1148E-04
         401   1   1.0000E+00  1.9389E-03  2.0755E-03
               2   2.4992E-01  1.0682E-03  1.1543E-03
               3   6.4884E-02  2.8646E-03  3.1368E-03
         501   1   1.0000E+00  1.4073E-03  1.3069E-03
               2   2.4992E-01  7.6936E-04  7.1602E-04
               3   6.2723E-02  4.6247E-04  4.7170E-04
         601   1   1.0000E+00  1.0532E-03  9.3323E-04
               2   2.6029E-01  5.7176E-04  5.0534E-04
               3   6.5648E-02  3.0760E-04  2.7227E-04
         701   1   1.0000E+00  9.2046E-04  1.0445E-03
               2   2.5201E-01  4.9512E-04  5.6164E-04
               3   6.3885E-02  2.6427E-04  2.9911E-04
         801   1   1.0000E+00  1.1991E-03  1.1646E-03
               2   2.4984E-01  6.3448E-04  6.2162E-04
               3   6.2406E-02  3.3421E-04  3.2914E-04
         901   1   1.0000E+00  1.8333E-03  2.0114E-03
               2   2.4986E-01  9.7164E-04  1.0538E-03
               3   6.2736E-02  5.3417E-04  5.7062E-04
        1001   1   1.0000E+00  2.2093E-03  2.4532E-03
               2   2.6641E-01  1.2928E-03  1.5029E-03
               3   8.1725E-02  6.7911E-04  7.9316E-04
        1101   1   1.0000E+00  3.4035E-03  3.3846E-03
               2   2.4997E-01  1.7727E-03  1.7716E-03
               3   6.2668E-02  9.2258E-04  9.2443E-04
        1201   1   1.0000E+00  3.6365E-03  3.7822E-03
               2   2.4990E-01  1.8983E-03  1.9744E-03
               3   6.2465E-02  9.8977E-04  1.0277E-03
        1301   1   1.0000E+00  2.0336E-03  1.9315E-03
               2   2.5000E-01  1.0527E-03  1.0020E-03
               3   6.2500E-02  5.4386E-04  5.1705E-04
        1401   1   1.0000E+00  2.4882E-03  2.6031E-03
               2   2.5000E-01  1.2769E-03  1.3316E-03
               3   6.2511E-02  6.5407E-04  6.8048E-04
        1501   1   1.0000E+00  1.5843E-03  2.0335E-03
               2   2.5000E-01  8.1181E-04  1.0275E-03
               3   6.2501E-02  4.1572E-04  5.2156E-04
        1601   1   1.0000E+00  1.1651E-03  1.3533E-03
               2   2.5000E-01  6.0168E-04  6.9448E-04
               3   6.2501E-02  3.0908E-04  3.5532E-04
        1701   1   1.0000E+00  2.7053E-03  3.1283E-03
               2   2.5000E-01  1.3938E-03  1.6059E-03
               3   6.2501E-02  7.1548E-04  8.2252E-04
        1801   1   1.0000E+00  3.3769E-03  3.3177E-03
               2   2.5000E-01  1.7307E-03  1.7002E-03
               3   6.2501E-02  8.8609E-04  8.6965E-04
        1901   1   1.0000E+00  1.7966E-03  1.9666E-03
               2   2.5000E-01  9.2575E-04  1.0125E-03
               3   6.2501E-02  4.7275E-04  5.1685E-04
        2001   1   1.0000E+00  2.4227E-03  2.4437E-03
               2   2.5000E-01  1.2303E-03  1.2421E-03
               3   6.2501E-02  6.2501E-04  6.3061E-04
        2101   1   1.0000E+00  3.0713E-03  4.2579E-03
               2   2.4980E-01  1.5654E-03  2.1640E-03
               3   6.2546E-02  7.9777E-04  1.0995E-03
        2201   1   1.0000E+00  3.1558E-03  3.1739E-03
               2   2.4617E-01  1.6292E-03  1.6354E-03
               3   5.9817E-02  8.4051E-04  8.4206E-04
        2301   1   1.0000E+00  2.1775E-03  2.2029E-03
               2   2.5172E-01  1.1271E-03  1.1402E-03
               3   6.4014E-02  5.8452E-04  5.9063E-04
        2401   1   1.0000E+00  8.6711E-04  8.8591E-04
               2   2.5085E-01  4.5346E-04  4.6274E-04
               3   6.3183E-02  2.3698E-04  2.4127E-04
        2501   1   1.0000E+00  4.9861E-04  5.9563E-04
               2   2.4922E-01  2.6495E-04  3.1549E-04
               3   6.1864E-02  1.3967E-04  1.6563E-04
        2601   1   1.0000E+00  8.5351E-04  1.0257E-03
               2   2.5030E-01  4.4495E-04  5.3299E-04
               3   6.2854E-02  2.3185E-04  2.7670E-04
        2701   1   1.0000E+00  1.2601E-03  1.2664E-03
               2   2.4263E-01  6.5684E-04  6.5908E-04
               3   5.7267E-02  3.4186E-04  3.4241E-04
        2801   1   1.0000E+00  1.1715E-03  1.2654E-03
               2   2.5091E-01  6.0525E-04  6.5332E-04
               3   6.3210E-02  3.1293E-04  3.3720E-04
        2901   1   1.0000E+00  6.1771E-04  7.1501E-04
               2   2.5152E-01  3.1852E-04  3.6712E-04
               3   6.3676E-02  1.6420E-04  1.8855E-04
        3001   1   1.0000E+00  3.5200E-04  4.1455E-04
               2   2.4952E-01  1.8376E-04  2.1604E-04
               3   6.2131E-02  9.5206E-05  1.1171E-04
        3101   1   1.0000E+00  5.0881E-04  6.0118E-04
               2   2.4969E-01  2.6227E-04  3.0931E-04
               3   6.2310E-02  1.3500E-04  1.5886E-04
        3201   1   1.0000E+00  8.1050E-04  8.1886E-04
               2   2.4832E-01  4.1932E-04  4.2317E-04
               3   6.1317E-02  2.1679E-04  2.1844E-04
        3301   1   1.0000E+00  5.4582E-04  6.3130E-04
               2   2.4824E-01  2.8203E-04  3.2586E-04
               3   6.1257E-02  1.4592E-04  1.6821E-04
        3401   1   1.0000E+00  2.6219E-04  3.1199E-04
               2   2.5167E-01  1.3561E-04  1.6075E-04
               3   6.3795E-02  7.0260E-05  8.2987E-05
        3501   1   1.0000E+00  2.1781E-04  2.4051E-04
               2   2.4925E-01  1.1297E-04  1.2474E-04
               3   6.1920E-02  5.8479E-05  6.4538E-05
        3601   1   1.0000E+00  1.7163E-04  1.8587E-04
               2   2.4925E-01  8.9540E-05  9.6786E-05
               3   6.1961E-02  4.6502E-05  5.0154E-05
        3701   1   1.0000E+00  3.4525E-04  3.5311E-04
               2   2.4830E-01  1.7932E-04  1.8324E-04
               3   6.1189E-02  9.3051E-05  9.4921E-05
        3801   1   1.0000E+00  2.5641E-04  3.0678E-04
               2   2.4304E-01  1.3270E-04  1.5850E-04
               3   5.7765E-02  6.8736E-05  8.1875E-05
        3901   1   1.0000E+00  1.7795E-04  2.0802E-04
               2   2.5210E-01  9.2157E-05  1.0733E-04
               3   6.4123E-02  4.7723E-05  5.5398E-05
        4001   1   1.0000E+00  1.4168E-04  1.4362E-04
               2   2.4955E-01  7.3164E-05  7.4158E-05
               3   6.2151E-02  3.7770E-05  3.8268E-05
        4101   1   1.0000E+00  6.7187E-05  6.7539E-05
               2   2.4943E-01  3.5221E-05  3.5354E-05
               3   6.2105E-02  1.8277E-05  1.8322E-05
        4201   1   1.0000E+00  1.6192E-04  1.7200E-04
               2   2.4855E-01  8.3890E-05  8.9046E-05
               3   6.1377E-02  4.3427E-05  4.6014E-05
        4301   1   1.0000E+00  1.3065E-04  1.6013E-04
               2   2.4288E-01  6.7705E-05  8.2745E-05
               3   5.7967E-02  3.5086E-05  4.2732E-05
        4401   1   1.0000E+00  1.1318E-04  1.2355E-04
               2   2.5136E-01  5.8696E-05  6.3878E-05
               3   6.3603E-02  3.0430E-05  3.3026E-05
        4501   1   1.0000E+00  7.9818E-05  7.4421E-05
               2   2.5013E-01  4.1198E-05  3.8392E-05
               3   6.2621E-02  2.1286E-05  1.9824E-05
        4601   1   1.0000E+00  2.8403E-05  2.7845E-05
               2   2.5020E-01  1.4910E-05  1.4581E-05
               3   6.2658E-02  7.7415E-06  7.5608E-06
        4701   1   1.0000E+00  6.3284E-05  7.0568E-05
               2   2.4861E-01  3.2838E-05  3.6591E-05
               3   6.1420E-02  1.7022E-05  1.8928E-05
        4801   1   1.0000E+00  6.5196E-05  7.9114E-05
               2   2.4957E-01  3.3826E-05  4.0921E-05
               3   6.2362E-02  1.7538E-05  2.1143E-05
        4901   1   1.0000E+00  6.8416E-05  7.2006E-05
               2   2.4959E-01  3.5482E-05  3.7257E-05
               3   6.2394E-02  1.8393E-05  1.9268E-05
        5001   1   1.0000E+00  4.6705E-05  4.6684E-05
               2   2.5139E-01  2.4098E-05  2.4071E-05
               3   6.3649E-02  1.2449E-05  1.2421E-05
        5101   1   1.0000E+00  1.3821E-05  1.5898E-05
               2   2.5047E-01  7.1775E-06  8.2337E-06
               3   6.2865E-02  3.7064E-06  4.2459E-06
        5201   1   1.0000E+00  2.3265E-05  2.8190E-05
               2   2.4869E-01  1.2079E-05  1.4618E-05
               3   6.1485E-02  6.2588E-06  7.5550E-06
        5301   1   1.0000E+00  3.2302E-05  3.8844E-05
               2   2.4933E-01  1.6760E-05  2.0094E-05
               3   6.2117E-02  8.6846E-06  1.0379E-05
        5401   1   1.0000E+00  3.8840E-05  4.0240E-05
               2   2.4610E-01  2.0137E-05  2.0824E-05
               3   5.9913E-02  1.0436E-05  1.0770E-05
        5501   1   1.0000E+00  2.5190E-05  2.6912E-05
               2   2.5215E-01  1.3003E-05  1.3880E-05
               3   6.4249E-02  6.7212E-06  7.1628E-06
        5601   1   1.0000E+00  7.3625E-06  8.4681E-06
               2   2.5063E-01  3.7950E-06  4.3508E-06
               3   6.2986E-02  1.9557E-06  2.2372E-06
        5701   1   1.0000E+00  9.6888E-06  1.2017E-05
               2   2.4877E-01  5.0623E-06  6.2573E-06
               3   6.1551E-02  2.6306E-06  3.2396E-06
        5801   1   1.0000E+00  1.5406E-05  1.8100E-05
               2   2.4905E-01  8.0084E-06  9.3806E-06
               3   6.1850E-02  4.1528E-06  4.8496E-06
        5901   1   1.0000E+00  2.0681E-05  2.1450E-05
               2   2.4364E-01  1.0721E-05  1.1102E-05
               3   5.8734E-02  5.5558E-06  5.7421E-06
        6001   1   1.0000E+00  1.3372E-05  1.5035E-05
               2   2.5316E-01  6.9061E-06  7.7553E-06
               3   6.5091E-02  3.5711E-06  4.0020E-06
        6101   1   1.0000E+00  4.3622E-06  5.1262E-06
               2   2.5075E-01  2.2454E-06  2.6301E-06
               3   6.3084E-02  1.1581E-06  1.3529E-06
        6201   1   1.0000E+00  4.9152E-06  5.9697E-06
               2   2.4895E-01  2.5602E-06  3.0999E-06
               3   6.1694E-02  1.3272E-06  1.6020E-06
        6301   1   1.0000E+00  7.3208E-06  8.3586E-06
               2   2.4897E-01  3.8119E-06  4.3390E-06
               3   6.1797E-02  1.9774E-06  2.2445E-06
        6401   1   1.0000E+00  1.0460E-05  1.1009E-05
               2   2.4595E-01  5.4205E-06  5.6975E-06
               3   5.9650E-02  2.8085E-06  2.9462E-06
        6501   1   1.0000E+00  6.9733E-06  8.1308E-06
               2   2.5570E-01  3.6044E-06  4.1958E-06
               3   6.7282E-02  1.8651E-06  2.1657E-06
        6601   1   1.0000E+00  3.4053E-06  3.7961E-06
               2   2.5087E-01  1.7611E-06  1.9565E-06
               3   6.3179E-02  9.1119E-07  1.0095E-06
        6701   1   1.0000E+00  2.4041E-06  2.7918E-06
               2   2.4924E-01  1.2452E-06  1.4446E-06
               3   6.1918E-02  6.4322E-07  7.4518E-07
        6801   1   1.0000E+00  3.3604E-06  3.7031E-06
               2   2.4904E-01  1.7522E-06  1.9258E-06
               3   6.1820E-02  9.0933E-07  9.9691E-07
        6901   1   1.0000E+00  5.0006E-06  5.3919E-06
               2   2.4693E-01  2.5915E-06  2.7907E-06
               3   6.0169E-02  1.3427E-06  1.4429E-06
        7001   1   1.0000E+00  3.6325E-06  4.3170E-06
               2   2.6404E-01  1.8795E-06  2.2289E-06
               3   7.3489E-02  9.7324E-07  1.1509E-06
        7101   1   1.0000E+00  2.4577E-06  2.6200E-06
               2   2.5107E-01  1.2723E-06  1.3525E-06
               3   6.3335E-02  6.5879E-07  6.9865E-07
        7201   1   1.0000E+00  1.2341E-06  1.2897E-06
               2   2.4966E-01  6.3555E-07  6.6462E-07
               3   6.2233E-02  3.2734E-07  3.4236E-07
        7301   1   1.0000E+00  1.4526E-06  1.5480E-06
               2   2.4937E-01  7.5831E-07  8.0644E-07
               3   6.2014E-02  3.9359E-07  4.1771E-07
        7401   1   1.0000E+00  2.2730E-06  2.5343E-06
               2   2.4748E-01  1.1782E-06  1.3118E-06
               3   6.0569E-02  6.1042E-07  6.7813E-07
        7501   1   1.0000E+00  1.9000E-06  2.2624E-06
               2   2.6149E-01  9.8421E-07  1.1690E-06
               3   7.2498E-02  5.0997E-07  6.0385E-07
        7601   1   1.0000E+00  1.5836E-06  1.6550E-06
               2   2.5147E-01  8.2007E-07  8.5503E-07
               3   6.3647E-02  4.2476E-07  4.4192E-07
        7701   1   1.0000E+00  7.3440E-07  7.0459E-07
               2   2.5018E-01  3.7782E-07  3.6235E-07
               3   6.2637E-02  1.9468E-07  1.8663E-07
        7801   1   1.0000E+00  5.5967E-07  5.7693E-07
               2   2.4969E-01  2.9257E-07  3.0140E-07
               3   6.2257E-02  1.5187E-07  1.5624E-07
        7901   1   1.0000E+00  9.7982E-07  1.1382E-06
               2   2.4782E-01  5.0826E-07  5.8947E-07
               3   6.0829E-02  2.6339E-07  3.0469E-07
        8001   1   1.0000E+00  9.9612E-07  1.1721E-06
               2   2.4994E-01  5.1662E-07  6.0621E-07
               3   6.2846E-02  2.6777E-07  3.1325E-07
        8101   1   1.0000E+00  9.4408E-07  9.8215E-07
               2   2.5242E-01  4.8890E-07  5.0763E-07
               3   6.4413E-02  2.5324E-07  2.6242E-07
        8201   1   1.0000E+00  4.5640E-07  4.7360E-07
               2   2.5087E-01  2.3507E-07  2.4375E-07
               3   6.3164E-02  1.2129E-07  1.2561E-07
        8301   1   1.0000E+00  1.7971E-07  1.7596E-07
               2   2.4989E-01  9.3969E-08  9.2121E-08
               3   6.2414E-02  4.8711E-08  4.7750E-08
        8401   1   1.0000E+00  4.0404E-07  4.9035E-07
               2   2.4811E-01  2.0994E-07  2.5419E-07
               3   6.1056E-02  1.0886E-07  1.3140E-07
        8501   1   1.0000E+00  5.1548E-07  5.9615E-07
               2   2.4846E-01  2.6760E-07  3.0861E-07
               3   6.1551E-02  1.3873E-07  1.5952E-07
        8601   1   1.0000E+00  5.2919E-07  5.5406E-07
               2   2.5539E-01  2.7403E-07  2.8642E-07
               3   6.6663E-02  1.4195E-07  1.4808E-07
        8701   1   1.0000E+00  2.7304E-07  2.9955E-07
               2   2.5163E-01  1.4081E-07  1.5430E-07
               3   6.3744E-02  7.2732E-08  7.9558E-08
        8801   1   1.0000E+00  4.7365E-08  4.8820E-08
               2   2.5003E-01  2.4434E-08  2.5147E-08
               3   6.2526E-02  1.2545E-08  1.2914E-08
        8901   1   1.0000E+00  1.7194E-07  2.1053E-07
               2   2.4842E-01  8.9515E-08  1.0928E-07
               3   6.1296E-02  4.6439E-08  5.6503E-08
        9001   1   1.0000E+00  2.6106E-07  2.9613E-07
               2   2.4823E-01  1.3563E-07  1.5343E-07
               3   6.1322E-02  7.0327E-08  7.9339E-08
        9101   1   1.0000E+00  2.8189E-07  2.9934E-07
               2   2.7495E-01  1.4596E-07  1.5476E-07
               3   8.2882E-02  7.5612E-08  8.0006E-08
        9201   1   1.0000E+00  1.5846E-07  1.7966E-07
               2   2.5250E-01  8.1824E-08  9.2621E-08
               3   6.4403E-02  4.2304E-08  4.7780E-08
        9301   1   1.0000E+00  4.1368E-08  4.4030E-08
               2   2.5016E-01  2.1293E-08  2.2607E-08
               3   6.2630E-02  1.0963E-08  1.1628E-08
        9401   1   1.0000E+00  7.4503E-08  8.9365E-08
               2   2.4877E-01  3.8781E-08  4.6381E-08
               3   6.1564E-02  2.0105E-08  2.3968E-08
        9501   1   1.0000E+00  1.2820E-07  1.4287E-07
               2   2.4852E-01  6.6648E-08  7.4085E-08
               3   6.1440E-02  3.4562E-08  3.8319E-08
        9601   1   1.0000E+00  1.4371E-07  1.5565E-07
               2   2.4123E-01  7.4420E-08  8.0480E-08
               3   5.7168E-02  3.8553E-08  4.1602E-08
        9701   1   1.0000E+00  9.0238E-08  1.0385E-07
               2   2.5356E-01  4.6651E-08  5.3577E-08
               3   6.5222E-02  2.4139E-08  2.7654E-08
        9801   1   1.0000E+00  4.0305E-08  4.1385E-08
               2   2.5033E-01  2.0813E-08  2.1317E-08
               3   6.2759E-02  1.0751E-08  1.0995E-08
        9901   1   1.0000E+00  2.9827E-08  3.4992E-08
               2   2.4916E-01  1.5509E-08  1.8142E-08
               3   6.1857E-02  8.0290E-09  9.3643E-09
       10001   1   1.0000E+00  6.0293E-08  6.6318E-08
               2   2.4844E-01  3.1362E-08  3.4417E-08
               3   6.1393E-02  1.6265E-08  1.7807E-08
       10101   1   1.0000E+00  7.0497E-08  7.8170E-08
               2   2.4430E-01  3.6516E-08  4.0428E-08
               3   5.8508E-02  1.8918E-08  2.0896E-08
       10201   1   1.0000E+00  5.0645E-08  5.8395E-08
               2   2.5519E-01  2.6209E-08  3.0150E-08
               3   6.6480E-02  1.3571E-08  1.5570E-08
       10301   1   1.0000E+00  3.0317E-08  3.0937E-08
               2   2.5058E-01  1.5671E-08  1.5956E-08
               3   6.2952E-02  8.1047E-09  8.2376E-09
       10401   1   1.0000E+00  1.0570E-08  1.2208E-08
               2   2.4958E-01  5.4683E-09  6.3056E-09
               3   6.2171E-02  2.8186E-09  3.2455E-09
       10501   1   1.0000E+00  2.6713E-08  2.9219E-08
               2   2.4889E-01  1.3904E-08  1.5178E-08
               3   6.1646E-02  7.2111E-09  7.8544E-09
       10601   1   1.0000E+00  3.3425E-08  3.8012E-08
               2   2.4592E-01  1.7323E-08  1.9666E-08
