x         h               zb          wse
0.025	 0.413736	        0	      0.413736	 
0.075	 0.413736	        0	      0.413736	 
0.125	 0.413736	        0	      0.413736	 
0.175	 0.413736	        0	      0.413736	 
0.225	 0.413736	        0	      0.413736	 
0.275	 0.413736	        0	      0.413736	 
0.325	 0.413736	        0	      0.413736	 
0.375	 0.413736	        0	      0.413736	 
0.425	 0.413736	        0	      0.413736	 
0.475	 0.413736	        0	      0.413736	 
0.525	 0.413736	        0	      0.413736	 
0.575	 0.413736	        0	      0.413736	 
0.625	 0.413736	        0	      0.413736	 
0.675	 0.413736	        0	      0.413736	 
0.725	 0.413736	        0	      0.413736	 
0.775	 0.413736	        0	      0.413736	 
0.825	 0.413736	        0	      0.413736	 
0.875	 0.413736	        0	      0.413736	 
0.925	 0.413736	        0	      0.413736	 
0.975	 0.413736	        0	      0.413736	 
1.025	 0.413736	        0	      0.413736	 
1.075	 0.413736	        0	      0.413736	 
1.125	 0.413736	        0	      0.413736	 
1.175	 0.413736	        0	      0.413736	 
1.225	 0.413736	        0	      0.413736	 
1.275	 0.413736	        0	      0.413736	 
1.325	 0.413736	        0	      0.413736	 
1.375	 0.413736	        0	      0.413736	 
1.425	 0.413736	        0	      0.413736	 
1.475	 0.413736	        0	      0.413736	 
1.525	 0.413736	        0	      0.413736	 
1.575	 0.413736	        0	      0.413736	 
1.625	 0.413736	        0	      0.413736	 
1.675	 0.413736	        0	      0.413736	 
1.725	 0.413736	        0	      0.413736	 
1.775	 0.413736	        0	      0.413736	 
1.825	 0.413736	        0	      0.413736	 
1.875	 0.413736	        0	      0.413736	 
1.925	 0.413736	        0	      0.413736	 
1.975	 0.413736	        0	      0.413736	 
2.025	 0.413736	        0	      0.413736	 
2.075	 0.413736	        0	      0.413736	 
2.125	 0.413736	        0	      0.413736	 
2.175	 0.413736	        0	      0.413736	 
2.225	 0.413736	        0	      0.413736	 
2.275	 0.413736	        0	      0.413736	 
2.325	 0.413736	        0	      0.413736	 
2.375	 0.413736	        0	      0.413736	 
2.425	 0.413736	        0	      0.413736	 
2.475	 0.413736	        0	      0.413736	 
2.525	 0.413736	        0	      0.413736	 
2.575	 0.413736	        0	      0.413736	 
2.625	 0.413736	        0	      0.413736	 
2.675	 0.413736	        0	      0.413736	 
2.725	 0.413736	        0	      0.413736	 
2.775	 0.413736	        0	      0.413736	 
2.825	 0.413736	        0	      0.413736	 
2.875	 0.413736	        0	      0.413736	 
