     ITIME      Time(Hours)    Net_Q/INLET_Q    Mass_Error      Cumu_Mass_Error  No_Wet_Cell
       100      2.7778E-04     -1.0000E+00      4.3194E-02      7.7895E-03          31
       200      5.5556E-04     -1.0000E+00      2.2349E-02      7.6923E-03          47
       300      8.3333E-04     -1.0000E+00      1.9831E-02      7.7423E-03          61
       400      1.1111E-03     -1.0000E+00      5.9500E-02      8.0167E-03          70
       500      1.3889E-03     -1.0000E+00      1.5625E-02      8.0066E-03          79
       600      1.6667E-03     -1.0000E+00      2.3330E-02      8.0227E-03          86
       700      1.9444E-03     -1.0000E+00      5.9632E-02      7.9705E-03          94
       800      2.2222E-03     -1.0000E+00      1.8637E-02      7.9636E-03         102
       900      2.5000E-03     -1.0000E+00      6.0294E-02      7.9486E-03         109
      1000      2.7778E-03     -1.0000E+00      2.0770E-02      7.9579E-03         114
      1100      3.0556E-03     -1.0000E+00      2.1024E-02      7.9534E-03         119
      1200      3.3333E-03     -1.0000E+00      1.8619E-02      7.9374E-03         124
      1300      3.6111E-03     -1.0000E+00      1.6726E-02      7.9266E-03         129
      1400      3.8889E-03     -1.0000E+00      2.1534E-02      7.9392E-03         133
      1500      4.1667E-03     -1.0000E+00      1.8828E-02      7.9254E-03         138
      1600      4.4444E-03     -1.0000E+00      1.7468E-02      7.9183E-03         143
      1700      4.7222E-03     -1.0000E+00      1.6795E-02      7.9143E-03         148
      1800      5.0000E-03     -1.0000E+00      6.3188E-02      7.9114E-03         153
      1900      5.2778E-03     -1.0000E+00      2.4467E-02      7.9299E-03         158
      2000      5.5556E-03     -1.0000E+00      2.4102E-02      7.9258E-03         163
      2100      5.8333E-03     -1.0000E+00      2.4158E-02      7.9234E-03         168
      2200      6.1111E-03     -1.0000E+00      2.4570E-02      7.9221E-03         173
      2300      6.3889E-03     -1.0000E+00      5.9566E-02      7.9031E-03         178
      2400      6.6667E-03     -1.0000E+00      1.6596E-02      7.9021E-03         183
      2500      6.9444E-03     -1.0000E+00      1.6852E-02      7.9014E-03         188
      2600      7.2222E-03     -1.0000E+00      1.7207E-02      7.9008E-03         193
      2700      7.5000E-03     -1.0000E+00      1.7673E-02      7.9004E-03         198
      2800      7.7778E-03     -1.0000E+00      1.5625E-02      7.8977E-03         200
      2900      8.0556E-03     -1.0000E+00      1.5625E-02      7.8969E-03         200
      3000      8.3333E-03     -1.0000E+00      1.5625E-02      7.8961E-03         200
      3100      8.6111E-03     -1.0000E+00      1.5625E-02      7.8954E-03         200
      3200      8.8889E-03     -1.0000E+00      1.5625E-02      7.8947E-03         200
      3300      9.1667E-03     -1.0000E+00      1.5625E-02      7.8941E-03         200
      3400      9.4444E-03     -1.0000E+00      1.5625E-02      7.8935E-03         200
      3500      9.7222E-03     -1.0000E+00      1.5625E-02      7.8929E-03         200
      3600      1.0000E-02     -1.0000E+00      1.5625E-02      7.8924E-03         200
      3700      1.0278E-02     -1.0000E+00      1.5625E-02      7.8919E-03         200
      3800      1.0556E-02     -1.0000E+00      1.5625E-02      7.8915E-03         200
      3900      1.0833E-02     -1.0000E+00      1.5625E-02      7.8910E-03         200
      4000      1.1111E-02     -1.0000E+00      1.5625E-02      7.8906E-03         200
      4100      1.1389E-02     -1.0000E+00      1.5625E-02      7.8902E-03         200
      4200      1.1667E-02     -1.0000E+00      1.5625E-02      7.8898E-03         200
      4300      1.1944E-02     -1.0000E+00      1.5625E-02      7.8894E-03         200
      4400      1.2222E-02     -9.8274E-01      1.5342E-02      7.8885E-03         200
      4500      1.2500E-02     -9.5730E-01      1.4947E-02      7.8854E-03         200
      4600      1.2778E-02     -9.3756E-01      1.4643E-02      7.8804E-03         200
      4700      1.3056E-02     -9.4405E-01      1.4766E-02      7.8750E-03         200
      4800      1.3333E-02     -9.8191E-01      1.5353E-02      7.8722E-03         200
      4900      1.3611E-02     -9.7571E-01      1.5232E-02      7.8708E-03         200
      5000      1.3889E-02     -9.3961E-01      1.4661E-02      7.8674E-03         200
      5100      1.4167E-02     -8.9126E-01      1.3901E-02      7.8607E-03         200
      5200      1.4444E-02     -8.3630E-01      1.3041E-02      7.8503E-03         200
      5300      1.4722E-02     -7.7947E-01      1.2152E-02      7.8360E-03         200
      5400      1.5000E-02     -6.8075E-01      1.0525E-02      7.8170E-03         200
      5500      1.5278E-02     -1.3440E-01      1.8880E-03      7.7733E-03         200
      5600      1.5556E-02      1.1454E-01      1.8677E-03      7.6992E-03         200
      5700      1.5833E-02      2.1071E-01      3.3343E-03      7.6132E-03         200
      5800      1.6111E-02      2.5935E-01      4.0758E-03      7.5207E-03         200
      5900      1.6389E-02      2.8442E-01      4.4565E-03      7.4246E-03         200
      6000      1.6667E-02      2.9663E-01      4.6406E-03      7.3271E-03         200
      6100      1.6944E-02      3.0136E-01      4.7106E-03      7.2295E-03         200
      6200      1.7222E-02      3.0228E-01      4.7230E-03      7.1325E-03         200
      6300      1.7500E-02      3.0105E-01      4.7025E-03      7.0366E-03         200
      6400      1.7778E-02      2.9836E-01      4.6596E-03      6.9419E-03         200
      6500      1.8056E-02      2.9490E-01      4.6051E-03      6.8488E-03         200
      6600      1.8333E-02      2.9055E-01      4.5365E-03      6.7571E-03         200
      6700      1.8611E-02      2.8497E-01      4.4485E-03      6.6673E-03         200
      6800      1.8889E-02      2.7825E-01      4.3426E-03      6.5793E-03         200
      6900      1.9167E-02      2.6988E-01      4.2104E-03      6.4933E-03         200
      7000      1.9444E-02      2.5835E-01      4.0280E-03      6.4098E-03         200
      7100      1.9722E-02      2.4311E-01      3.7878E-03      6.3291E-03         200
      7200      2.0000E-02      2.2503E-01      3.5038E-03      6.2518E-03         200
      7300      2.0278E-02      2.0278E-01      3.1523E-03      6.1779E-03         200
      7400      2.0556E-02      1.6896E-01      2.6155E-03      6.1085E-03         200
      7500      2.0833E-02      1.2003E-01      1.8452E-03      6.0447E-03         200
      7600      2.1111E-02      6.5384E-02      9.9370E-04      5.9874E-03         200
      7700      2.1389E-02      1.7500E-02      2.5208E-04      5.9355E-03         200
      7800      2.1667E-02     -1.9927E-02      3.2747E-04      5.8879E-03         200
      7900      2.1944E-02     -4.9875E-02      7.9282E-04      5.8437E-03         200
      8000      2.2222E-02     -7.5532E-02      1.1917E-03      5.8024E-03         200
      8100      2.2500E-02     -9.6632E-02      1.5189E-03      5.7636E-03         200
      8200      2.2778E-02     -1.1245E-01      1.7635E-03      5.7268E-03         200
      8300      2.3056E-02     -1.2345E-01      1.9334E-03      5.6917E-03         200
      8400      2.3333E-02     -1.3140E-01      2.0566E-03      5.6579E-03         200
      8500      2.3611E-02     -1.3786E-01      2.1569E-03      5.6252E-03         200
      8600      2.3889E-02     -1.4262E-01      2.2301E-03      5.5935E-03         200
      8700      2.4167E-02     -1.4457E-01      2.2592E-03      5.5626E-03         200
      8800      2.4444E-02     -1.4333E-01      2.2383E-03      5.5323E-03         200
      8900      2.4722E-02     -1.3931E-01      2.1742E-03      5.5022E-03         200
      9000      2.5000E-02     -1.3289E-01      2.0728E-03      5.4722E-03         200
      9100      2.5278E-02     -1.2396E-01      1.9318E-03      5.4422E-03         200
      9200      2.5556E-02     -1.1154E-01      1.7358E-03      5.4118E-03         200
      9300      2.5833E-02     -9.3747E-02      1.4547E-03      5.3808E-03         200
      9400      2.6111E-02     -6.9761E-02      1.0773E-03      5.3487E-03         200
      9500      2.6389E-02     -4.2758E-02      6.5506E-04      5.3152E-03         200
      9600      2.6667E-02     -1.7640E-02      2.6432E-04      5.2803E-03         200
      9700      2.6944E-02      3.2130E-03      5.9345E-05      5.2443E-03         200
      9800      2.7222E-02      1.9613E-02      3.1368E-04      5.2074E-03         200
      9900      2.7500E-02      3.2354E-02      5.1121E-04      5.1699E-03         200
     10000      2.7778E-02      4.2111E-02      6.6231E-04      5.1321E-03         200
     10100      2.8056E-02      4.9361E-02      7.7447E-04      5.0941E-03         200
     10200      2.8333E-02      5.4624E-02      8.5583E-04      5.0562E-03         200
     10300      2.8611E-02      5.8400E-02      9.1415E-04      5.0183E-03         200
     10400      2.8889E-02      6.0995E-02      9.5413E-04      4.9807E-03         200
     10500      2.9167E-02      6.2494E-02      9.7698E-04      4.9434E-03         200
     10600      2.9444E-02      6.2887E-02      9.8255E-04      4.9064E-03         200
     10700      2.9722E-02      6.2196E-02      9.7119E-04      4.8700E-03         200
     10800      3.0000E-02      6.0464E-02      9.4360E-04      4.8340E-03         200
     10900      3.0278E-02      5.7678E-02      8.9951E-04      4.7987E-03         200
     11000      3.0556E-02      5.3698E-02      8.3665E-04      4.7641E-03         200
     11100      3.0833E-02      4.8279E-02      7.5119E-04      4.7302E-03         200
     11200      3.1111E-02      4.1256E-02      6.4067E-04      4.6972E-03         200
     11300      3.1389E-02      3.2789E-02      5.0778E-04      4.6653E-03         200
     11400      3.1667E-02      2.3439E-02      3.6147E-04      4.6343E-03         200
     11500      3.1944E-02      1.3975E-02      2.1376E-04      4.6044E-03         200
     11600      3.2222E-02      5.0700E-03      7.5053E-05      4.5755E-03         200
     11700      3.2500E-02     -2.8546E-03      4.8198E-05      4.5476E-03         200
     11800      3.2778E-02     -9.5622E-03      1.5240E-04      4.5205E-03         200
     11900      3.3056E-02     -1.5055E-02      2.3764E-04      4.4941E-03         200
     12000      3.3333E-02     -1.9430E-02      3.0549E-04      4.4683E-03         200
     12100      3.3611E-02     -2.2822E-02      3.5805E-04      4.4432E-03         200
     12200      3.3889E-02     -2.5376E-02      3.9756E-04      4.4185E-03         200
     12300      3.4167E-02     -2.7213E-02      4.2595E-04      4.3942E-03         200
     12400      3.4444E-02     -2.8417E-02      4.4446E-04      4.3704E-03         200
     12500      3.4722E-02     -2.9032E-02      4.5379E-04      4.3469E-03         200
     12600      3.5000E-02     -2.9082E-02      4.5430E-04      4.3237E-03         200
     12700      3.5278E-02     -2.8574E-02      4.4609E-04      4.3007E-03         200
     12800      3.5556E-02     -2.7495E-02      4.2895E-04      4.2780E-03         200
     12900      3.5833E-02     -2.5805E-02      4.0223E-04      4.2555E-03         200
     13000      3.6111E-02     -2.3450E-02      3.6511E-04      4.2330E-03         200
     13100      3.6389E-02     -2.0416E-02      3.1737E-04      4.2107E-03         200
     13200      3.6667E-02     -1.6780E-02      2.6030E-04      4.1884E-03         200
     13300      3.6944E-02     -1.2736E-02      1.9698E-04      4.1661E-03         200
     13400      3.7222E-02     -8.5551E-03      1.3165E-04      4.1437E-03         200
     13500      3.7500E-02     -4.5036E-03      6.8458E-05      4.1214E-03         200
     13600      3.7778E-02     -7.8698E-04      1.0583E-05      4.0991E-03         200
     13700      3.8056E-02      2.4680E-03      4.0034E-05      4.0768E-03         200
     13800      3.8333E-02      5.2053E-03      8.2556E-05      4.0545E-03         200
     13900      3.8611E-02      7.4377E-03      1.1720E-04      4.0323E-03         200
     14000      3.8889E-02      9.2067E-03      1.4463E-04      4.0103E-03         200
     14100      3.9167E-02      1.0565E-02      1.6566E-04      3.9883E-03         200
     14200      3.9444E-02      1.1563E-02      1.8108E-04      3.9666E-03         200
     14300      3.9722E-02      1.2242E-02      1.9155E-04      3.9450E-03         200
     14400      4.0000E-02      1.2633E-02      1.9753E-04      3.9236E-03         200
     14500      4.0278E-02      1.2755E-02      1.9929E-04      3.9024E-03         200
     14600      4.0556E-02      1.2615E-02      1.9699E-04      3.8814E-03         200
     14700      4.0833E-02      1.2215E-02      1.9060E-04      3.8606E-03         200
     14800      4.1111E-02      1.1546E-02      1.8002E-04      3.8401E-03         200
     14900      4.1389E-02      1.0604E-02      1.6516E-04      3.8199E-03         200
     15000      4.1667E-02      9.3952E-03      1.4615E-04      3.7999E-03         200
     15100      4.1944E-02      7.9527E-03      1.2351E-04      3.7802E-03         200
     15200      4.2222E-02      6.3369E-03      9.8194E-05      3.7608E-03         200
     15300      4.2500E-02      4.6296E-03      7.1494E-05      3.7417E-03         200
     15400      4.2778E-02      2.9195E-03      4.4792E-05      3.7228E-03         200
     15500      4.3056E-02      1.2866E-03      1.9333E-05      3.7043E-03         200
     15600      4.3333E-02     -2.0784E-04      3.9376E-06      3.6860E-03         200
     15700      4.3611E-02     -1.5231E-03      2.4396E-05      3.6680E-03         200
     15800      4.3889E-02     -2.6416E-03      4.1774E-05      3.6503E-03         200
     15900      4.4167E-02     -3.5631E-03      5.6078E-05      3.6327E-03         200
     16000      4.4444E-02     -4.2975E-03      6.7465E-05      3.6154E-03         200
     16100      4.4722E-02     -4.8595E-03      7.6166E-05      3.5983E-03         200
     16200      4.5000E-02     -5.2643E-03      8.2417E-05      3.5814E-03         200
     16300      4.5278E-02     -5.5250E-03      8.6425E-05      3.5647E-03         200
     16400      4.5556E-02     -5.6518E-03      8.8341E-05      3.5481E-03         200
     16500      4.5833E-02     -5.6506E-03      8.8261E-05      3.5317E-03         200
     16600      4.6111E-02     -5.5243E-03      8.6228E-05      3.5155E-03         200
     16700      4.6389E-02     -5.2739E-03      8.2254E-05      3.4994E-03         200
     16800      4.6667E-02     -4.9010E-03      7.6368E-05      3.4834E-03         200
     16900      4.6944E-02     -4.4116E-03      6.8669E-05      3.4675E-03         200
     17000      4.7222E-02     -3.8196E-03      5.9372E-05      3.4518E-03         200
     17100      4.7500E-02     -3.1474E-03      4.8836E-05      3.4362E-03         200
     17200      4.7778E-02     -2.4249E-03      3.7531E-05      3.4207E-03         200
     17300      4.8056E-02     -1.6859E-03      2.5983E-05      3.4052E-03         200
     17400      4.8333E-02     -9.6283E-04      1.4700E-05      3.3899E-03         200
     17500      4.8611E-02     -2.8348E-04      4.1115E-06      3.3747E-03         200
     17600      4.8889E-02      3.3178E-04      5.4672E-06      3.3596E-03         200
     17700      4.9167E-02      8.7006E-04      1.3839E-05      3.3445E-03         200
     17800      4.9444E-02      1.3261E-03      2.0924E-05      3.3296E-03         200
     17900      4.9722E-02      1.6999E-03      2.6725E-05      3.3148E-03         200
     18000      5.0000E-02      1.9948E-03      3.1296E-05      3.3001E-03         200
     18100      5.0278E-02      2.2159E-03      3.4715E-05      3.2855E-03         200
     18200      5.0556E-02      2.3682E-03      3.7062E-05      3.2711E-03         200
     18300      5.0833E-02      2.4563E-03      3.8408E-05      3.2567E-03         200
     18400      5.1111E-02      2.4836E-03      3.8806E-05      3.2425E-03         200
     18500      5.1389E-02      2.4526E-03      3.8294E-05      3.2284E-03         200
     18600      5.1667E-02      2.3652E-03      3.6900E-05      3.2145E-03         200
     18700      5.1944E-02      2.2234E-03      3.4659E-05      3.2006E-03         200
     18800      5.2222E-02      2.0307E-03      3.1624E-05      3.1869E-03         200
     18900      5.2500E-02      1.7929E-03      2.7888E-05      3.1733E-03         200
     19000      5.2778E-02      1.5184E-03      2.3585E-05      3.1598E-03         200
     19100      5.3056E-02      1.2184E-03      1.8887E-05      3.1465E-03         200
     19200      5.3333E-02      9.0533E-04      1.3992E-05      3.1333E-03         200
     19300      5.3611E-02      5.9198E-04      9.0986E-06      3.1202E-03         200
     19400      5.3889E-02      2.9008E-04      4.3894E-06      3.1072E-03         200
     19500      5.4167E-02      9.2341E-06      1.3331E-08      3.0944E-03         200
     19600      5.4444E-02     -2.4352E-04      3.9210E-06      3.0817E-03         200
     19700      5.4722E-02     -4.6384E-04      7.3471E-06      3.0691E-03         200
     19800      5.5000E-02     -6.4978E-04      1.0236E-05      3.0566E-03         200
     19900      5.5278E-02     -8.0120E-04      1.2585E-05      3.0442E-03         200
     20000      5.5556E-02     -9.1905E-04      1.4410E-05      3.0319E-03         200
     20100      5.5833E-02     -1.0049E-03      1.5736E-05      3.0197E-03         200
     20200      5.6111E-02     -1.0604E-03      1.6590E-05      3.0077E-03         200
     20300      5.6389E-02     -1.0872E-03      1.6995E-05      2.9957E-03         200
     20400      5.6667E-02     -1.0866E-03      1.6972E-05      2.9838E-03         200
     20500      5.6944E-02     -1.0599E-03      1.6541E-05      2.9721E-03         200
     20600      5.7222E-02     -1.0083E-03      1.5723E-05      2.9604E-03         200
     20700      5.7500E-02     -9.3362E-04      1.4546E-05      2.9488E-03         200
     20800      5.7778E-02     -8.3847E-04      1.3050E-05      2.9373E-03         200
     20900      5.8056E-02     -7.2623E-04      1.1289E-05      2.9258E-03         200
     21000      5.8333E-02     -6.0121E-04      9.3308E-06      2.9145E-03         200
     21100      5.8611E-02     -4.6834E-04      7.2520E-06      2.9032E-03         200
     21200      5.8889E-02     -3.3277E-04      5.1336E-06      2.8920E-03         200
     21300      5.9167E-02     -1.9945E-04      3.0527E-06      2.8809E-03         200
     21400      5.9444E-02     -7.2724E-05      1.0766E-06      2.8699E-03         200
     21500      5.9722E-02      4.3958E-05      7.4101E-07      2.8590E-03         200
     21600      6.0000E-02      1.4810E-04      2.3618E-06      2.8481E-03         200
     21700      6.0278E-02      2.3820E-04      3.7625E-06      2.8373E-03         200
     21800      6.0556E-02      3.1356E-04      4.9328E-06      2.8266E-03         200
     21900      6.0833E-02      3.7410E-04      5.8715E-06      2.8160E-03         200
     22000      6.1111E-02      4.2014E-04      6.5838E-06      2.8054E-03         200
     22100      6.1389E-02      4.5220E-04      7.0782E-06      2.7949E-03         200
     22200      6.1667E-02      4.7091E-04      7.3641E-06      2.7845E-03         200
     22300      6.1944E-02      4.7690E-04      7.4516E-06      2.7742E-03         200
     22400      6.2222E-02      4.7080E-04      7.3506E-06      2.7639E-03         200
     22500      6.2500E-02      4.5333E-04      7.0723E-06      2.7538E-03         200
     22600      6.2778E-02      4.2535E-04      6.6303E-06      2.7437E-03         200
     22700      6.3056E-02      3.8798E-04      6.0421E-06      2.7336E-03         200
     22800      6.3333E-02      3.4263E-04      5.3300E-06      2.7237E-03         200
     22900      6.3611E-02      2.9103E-04      4.5210E-06      2.7138E-03         200
     23000      6.3889E-02      2.3513E-04      3.6460E-06      2.7040E-03         200
     23100      6.4167E-02      1.7703E-04      2.7376E-06      2.6943E-03         200
     23200      6.4444E-02      1.1880E-04      1.8282E-06      2.6846E-03         200
     23300      6.4722E-02      6.2341E-05      9.4722E-07      2.6750E-03         200
     23400      6.5000E-02      9.2695E-06      1.1994E-07      2.6655E-03         200
     23500      6.5278E-02     -3.9142E-05      6.3397E-07      2.6561E-03         200
     23600      6.5556E-02     -8.1991E-05      1.3006E-06      2.6467E-03         200
     23700      6.5833E-02     -1.1873E-04      1.8715E-06      2.6374E-03         200
     23800      6.6111E-02     -1.4908E-04      2.3428E-06      2.6281E-03         200
     23900      6.6389E-02     -1.7302E-04      2.7137E-06      2.6189E-03         200
     24000      6.6667E-02     -1.9065E-04      2.9861E-06      2.6098E-03         200
     24100      6.6944E-02     -2.0216E-04      3.1630E-06      2.6008E-03         200
     24200      6.7222E-02     -2.0781E-04      3.2484E-06      2.5918E-03         200
     24300      6.7500E-02     -2.0788E-04      3.2469E-06      2.5829E-03         200
     24400      6.7778E-02     -2.0271E-04      3.1637E-06      2.5740E-03         200
     24500      6.8056E-02     -1.9270E-04      3.0051E-06      2.5652E-03         200
     24600      6.8333E-02     -1.7835E-04      2.7787E-06      2.5565E-03         200
     24700      6.8611E-02     -1.6024E-04      2.4942E-06      2.5478E-03         200
     24800      6.8889E-02     -1.3909E-04      2.1624E-06      2.5392E-03         200
     24900      6.9167E-02     -1.1571E-04      1.7961E-06      2.5306E-03         200
     25000      6.9444E-02     -9.0947E-05      1.4088E-06      2.5221E-03         200
     25100      6.9722E-02     -6.5681E-05      1.0140E-06      2.5136E-03         200
     25200      7.0000E-02     -4.0738E-05      6.2456E-07      2.5052E-03         200
     25300      7.0278E-02     -1.6854E-05      2.5203E-07      2.4969E-03         200
     25400      7.0556E-02      5.3564E-06      9.4063E-08      2.4886E-03         200
     25500      7.0833E-02      2.5418E-05      4.0639E-07      2.4804E-03         200
     25600      7.1111E-02      4.2997E-05      6.7980E-07      2.4722E-03         200
     25700      7.1389E-02      5.7889E-05      9.1115E-07      2.4640E-03         200
     25800      7.1667E-02      6.9997E-05      1.0990E-06      2.4560E-03         200
     25900      7.1944E-02      7.9305E-05      1.2430E-06      2.4479E-03         200
     26000      7.2222E-02      8.5856E-05      1.3441E-06      2.4400E-03         200
     26100      7.2500E-02      8.9736E-05      1.4034E-06      2.4321E-03         200
     26200      7.2778E-02      9.1062E-05      1.4229E-06      2.4242E-03         200
     26300      7.3056E-02      8.9980E-05      1.4049E-06      2.4164E-03         200
     26400      7.3333E-02      8.6667E-05      1.3521E-06      2.4086E-03         200
     26500      7.3611E-02      8.1336E-05      1.2678E-06      2.4009E-03         200
     26600      7.3889E-02      7.4242E-05      1.1562E-06      2.3932E-03         200
     26700      7.4167E-02      6.5682E-05      1.0218E-06      2.3856E-03         200
     26800      7.4444E-02      5.5989E-05      8.6990E-07      2.3780E-03         200
     26900      7.4722E-02      4.5522E-05      7.0606E-07      2.3705E-03         200
     27000      7.5000E-02      3.4648E-05      5.3604E-07      2.3630E-03         200
     27100      7.5278E-02      2.3725E-05      3.6542E-07      2.3556E-03         200
     27200      7.5556E-02      1.3082E-05      1.9934E-07      2.3482E-03         200
     27300      7.5833E-02      3.0081E-06      4.2255E-08      2.3409E-03         200
     27400      7.6111E-02     -6.2627E-06      1.0216E-07      2.3336E-03         200
     27500      7.6389E-02     -1.4550E-05      2.3114E-07      2.3263E-03         200
     27600      7.6667E-02     -2.1729E-05      3.4275E-07      2.3191E-03         200
     27700      7.6944E-02     -2.7722E-05      4.3581E-07      2.3120E-03         200
     27800      7.7222E-02     -3.2495E-05      5.0978E-07      2.3049E-03         200
     27900      7.7500E-02     -3.6043E-05      5.6462E-07      2.2978E-03         200
     28000      7.7778E-02     -3.8388E-05      6.0069E-07      2.2908E-03         200
     28100      7.8056E-02     -3.9573E-05      6.1866E-07      2.2838E-03         200
     28200      7.8333E-02     -3.9656E-05      6.1943E-07      2.2769E-03         200
     28300      7.8611E-02     -3.8711E-05      6.0418E-07      2.2700E-03         200
     28400      7.8889E-02     -3.6830E-05      5.7436E-07      2.2631E-03         200
     28500      7.9167E-02     -3.4121E-05      5.3165E-07      2.2563E-03         200
     28600      7.9444E-02     -3.0709E-05      4.7802E-07      2.2495E-03         200
     28700      7.9722E-02     -2.6733E-05      4.1566E-07      2.2428E-03         200
     28800      8.0000E-02     -2.2345E-05      3.4694E-07      2.2361E-03         200
     28900      8.0278E-02     -1.7701E-05      2.7427E-07      2.2295E-03         200
     29000      8.0556E-02     -1.2954E-05      2.0009E-07      2.2229E-03         200
     29100      8.0833E-02     -8.2522E-06      1.2668E-07      2.2163E-03         200
     29200      8.1111E-02     -3.7262E-06      5.6075E-08      2.2098E-03         200
     29300      8.1389E-02      5.1099E-07      9.9706E-09      2.2033E-03         200
     29400      8.1667E-02      4.3684E-06      7.0040E-08      2.1968E-03         200
     29500      8.1944E-02      7.7774E-06      1.2307E-07      2.1904E-03         200
     29600      8.2222E-02      1.0691E-05      1.6834E-07      2.1840E-03         200
     29700      8.2500E-02      1.3080E-05      2.0541E-07      2.1776E-03         200
     29800      8.2778E-02      1.4933E-05      2.3410E-07      2.1713E-03         200
     29900      8.3056E-02      1.6250E-05      2.5444E-07      2.1651E-03         200
     30000      8.3333E-02      1.7046E-05      2.6661E-07      2.1588E-03         200
     30100      8.3611E-02      1.7340E-05      2.7097E-07      2.1526E-03         200
     30200      8.3889E-02      1.7164E-05      2.6799E-07      2.1465E-03         200
     30300      8.4167E-02      1.6554E-05      2.5827E-07      2.1403E-03         200
     30400      8.4444E-02      1.5557E-05      2.4251E-07      2.1342E-03         200
     30500      8.4722E-02      1.4225E-05      2.2154E-07      2.1282E-03         200
     30600      8.5000E-02      1.2616E-05      1.9629E-07      2.1221E-03         200
     30700      8.5278E-02      1.0795E-05      1.6775E-07      2.1162E-03         200
     30800      8.5556E-02      8.8287E-06      1.3697E-07      2.1102E-03         200
     30900      8.5833E-02      6.7830E-06      1.0498E-07      2.1043E-03         200
     31000      8.6111E-02      4.7227E-06      7.2790E-08      2.0984E-03         200
     31100      8.6389E-02      2.7074E-06      4.1340E-08      2.0925E-03         200
     31200      8.6667E-02      7.8975E-07      1.1437E-08      2.0867E-03         200
     31300      8.6944E-02     -9.8586E-07      1.6229E-08      2.0809E-03         200
     31400      8.7222E-02     -2.5841E-06      4.1111E-08      2.0751E-03         200
     31500      8.7500E-02     -3.9786E-06      6.2798E-08      2.0694E-03         200
     31600      8.7778E-02     -5.1516E-06      8.1016E-08      2.0637E-03         200
     31700      8.8056E-02     -6.0930E-06      9.5605E-08      2.0580E-03         200
     31800      8.8333E-02     -6.7992E-06      1.0653E-07      2.0524E-03         200
     31900      8.8611E-02     -7.2725E-06      1.1381E-07      2.0468E-03         200
     32000      8.8889E-02     -7.5198E-06      1.1757E-07      2.0412E-03         200
     32100      8.9167E-02     -7.5526E-06      1.1798E-07      2.0357E-03         200
     32200      8.9444E-02     -7.3859E-06      1.1528E-07      2.0302E-03         200
     32300      8.9722E-02     -7.0387E-06      1.0977E-07      2.0247E-03         200
     32400      9.0000E-02     -6.5329E-06      1.0179E-07      2.0192E-03         200
     32500      9.0278E-02     -5.8933E-06      9.1742E-08      2.0138E-03         200
     32600      9.0556E-02     -5.1469E-06      8.0032E-08      2.0084E-03         200
     32700      9.0833E-02     -4.3221E-06      6.7119E-08      2.0030E-03         200
     32800      9.1111E-02     -3.4478E-06      5.3441E-08      1.9977E-03         200
     32900      9.1389E-02     -2.5523E-06      3.9442E-08      1.9924E-03         200
     33000      9.1667E-02     -1.6624E-06      2.5545E-08      1.9871E-03         200
     33100      9.1944E-02     -8.0221E-07      1.2127E-08      1.9819E-03         200
     33200      9.2222E-02      7.1081E-09      4.9804E-10      1.9766E-03         200
     33300      9.2500E-02      7.4805E-07      1.2030E-08      1.9714E-03         200
     33400      9.2778E-02      1.4069E-06      2.2283E-08      1.9663E-03         200
     33500      9.3056E-02      1.9735E-06      3.1086E-08      1.9611E-03         200
     33600      9.3333E-02      2.4414E-06      3.8354E-08      1.9560E-03         200
     33700      9.3611E-02      2.8072E-06      4.4019E-08      1.9509E-03         200
     33800      9.3889E-02      3.0701E-06      4.8075E-08      1.9458E-03         200
     33900      9.4167E-02      3.2320E-06      5.0555E-08      1.9408E-03         200
     34000      9.4444E-02      3.2968E-06      5.1522E-08      1.9358E-03         200
     34100      9.4722E-02      3.2705E-06      5.1071E-08      1.9308E-03         200
     34200      9.5000E-02      3.1605E-06      4.9310E-08      1.9258E-03         200
     34300      9.5278E-02      2.9759E-06      4.6388E-08      1.9209E-03         200
     34400      9.5556E-02      2.7272E-06      4.2482E-08      1.9160E-03         200
     34500      9.5833E-02      2.4258E-06      3.7745E-08      1.9111E-03         200
     34600      9.6111E-02      2.0837E-06      3.2385E-08      1.9062E-03         200
     34700      9.6389E-02      1.7135E-06      2.6591E-08      1.9014E-03         200
     34800      9.6667E-02      1.3276E-06      2.0551E-08      1.8966E-03         200
     34900      9.6944E-02      9.3778E-07      1.4464E-08      1.8918E-03         200
     35000      9.7222E-02      5.5518E-07      8.4921E-09      1.8870E-03         200
     35100      9.7500E-02      1.8962E-07      2.7919E-09      1.8823E-03         200
     35200      9.7778E-02     -1.5046E-07      2.5122E-09      1.8776E-03         200
     35300      9.8056E-02     -4.5815E-07      7.2975E-09      1.8729E-03         200
     35400      9.8333E-02     -7.2811E-07      1.1497E-08      1.8682E-03         200
     35500      9.8611E-02     -9.5656E-07      1.5048E-08      1.8636E-03         200
     35600      9.8889E-02     -1.1411E-06      1.7911E-08      1.8590E-03         200
     35700      9.9167E-02     -1.2808E-06      2.0073E-08      1.8544E-03         200
     35800      9.9444E-02     -1.3757E-06      2.1534E-08      1.8498E-03         200
     35900      9.9722E-02     -1.4270E-06      2.2313E-08      1.8452E-03         200
     36000      1.0000E-01     -1.4369E-06      2.2445E-08      1.8407E-03         200
     36100      1.0028E-01     -1.4083E-06      2.1985E-08      1.8362E-03         200
