       ITIME  ITER  ResH        ResU        ResV  
           1   1   1.0000E+00  1.0000E+00  5.3648E-07
               2   1.0000E+00  1.0000E+00  7.5583E-01
               3   1.0000E+00  1.0000E+00  1.5577E-01
         101   1   1.0000E+00  6.0158E-04  3.0613E-03
               2   3.8972E-01  4.4074E-04  2.2931E-03
               3   1.7315E-01  3.6316E-04  2.3534E-03
         201   1   1.0000E+00  4.4805E-06  1.8328E-03
               2   3.2567E-01  3.3890E-06  1.8328E-03
               3   1.3157E-01  2.6299E-06  1.8329E-03
         301   1   1.0000E+00  2.5363E-08  1.8216E-03
               2   4.7445E-01  1.9916E-08  1.8216E-03
               3   2.8046E-01  1.6004E-08  1.8216E-03
         401   1   1.0000E+00  8.5265E-11  1.8215E-03
               2   3.9749E-01  7.0193E-11  1.8215E-03
               3   1.7922E-01  5.7980E-11  1.8215E-03
         501   1   1.0000E+00  5.7668E-13  1.8215E-03
               2   3.1738E-01  4.1103E-13  1.8215E-03
               3   3.4253E-01  3.2966E-13  1.8215E-03
         601   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
         701   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
         801   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
         901   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1001   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1101   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1201   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1301   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1401   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1501   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1601   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1701   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1801   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        1901   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2001   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2101   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2201   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2301   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2401   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2501   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2601   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2701   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2801   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        2901   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        3001   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        3101   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        3201   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        3301   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        3401   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
        3501   1   1.0000E+00  1.6956E-13  1.8215E-03
               2   1.0000E+00  1.6956E-13  1.8215E-03
               3   1.0000E+00  1.6956E-13  1.8215E-03
